JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
"VICE PRESIDENT, ETRADING DEVELOPER",NY,Level IV,"135,283.00"
SOFTWARE ENGINEER III,,,0.00
SAP COE - TESTING MANAGER,MI,Level II,"114,400.00"
SOFTWARE ENGINEER,OR,Level II,"85,176.00"
SOLUTIONS ARCHITECT I,TX,Level IV,"110,365.00"
ENDOCRINOLOGIST,DC,Level II,"62,026.00"
"SENIOR MANAGER, PROGRAM MANAGEMENT",AR,Level IV,"79,726.00"
SAP BASIS HANA ENGINEER,MN,Level IV,"109,928.00"
"MANAGER, ACQUISITIONS",,,0.00
TEST LEAD,TN,Level II,"62,982.00"
POST-DOCTORAL FELLOW,DC,Level II,"55,578.00"
SENIOR APPLICATIONS ENGINEER 12223.46,CA,Level II,"103,210.00"
PROJECT ENGINEER,OR,Level I,33.27
JAVA DEVELOPER,NC,Level II,"88,670.00"
INFRASTRUCTURE CONSULTANT,GA,Level II,"84,240.00"
SENIOR QA TESTER ANALYST,MD,Level II,"59,821.00"
ASSOCIATE LECTURER,WY,Level I,"67,050.00"
POSTDOCTORAL RESEARCH SCIENTIST,NY,Level I,"47,486.00"
RATING ANALYST,MA,Level I,"71,864.00"
RESEARCH  SCIENTIST,,,0.00
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
CLINICAL ASSOCIATE PROFESSOR,AL,Level III,45.98
PROJECT ENGINEER,OR,Level II,41.84
RESEARCH ASSOCIATE,MD,Level I,"42,328.00"
"ASSOCIATE DIRECTOR, IT SOFTWARE ENGINEER",NJ,Level II,"96,366.00"
SOFTWARE ENGINEER,OR,Level II,"85,176.00"
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
ELECTRICAL ENGINEER,FL,Level II,29.34
IT PROJECT MANAGER 3,,,0.00
INFRASTRUCTURE ENGINEER,VA,,"81,900.00"
PUBLIC RELATIONS SPECIALIST (REGIONAL TELEVISION MEDIA),CA,Level I,18.46
SENIOR .NET SOFTWARE ENGINEER,DC,Level I,"72,862.00"
INFORMATION TECHNOLOGY ANALYST,OR,Level III,"107,370.00"
SENIOR SOFTWARE ENGINEER,MD,Level IV,"136,677.00"
TECHNICAL MANAGER,IL,Level II,"80,912.00"
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
SOFTWARE ENGINEER,MD,Level II,"80,704.00"
SR. DEVELOPER,NJ,Level II,"96,366.00"
CLINICAL ASSOCIATE PROFESSOR,AL,Level III,45.98
"PRINCIPAL PRODUCT DIRECTOR, SNKRS",NY,Level III,"195,395.00"
RESEARCH FELLOW,MA,Level I,"50,627.00"
INSTRUCTOR,AL,Level I,"49,200.00"
SCIENTIST II,,,0.00
TECH LEAD,,,0.00
BACKEND SOFTWARE ENGINEER,CA,Level III,"125,000.00"
MANAGEMENT ANALYSTS,,,0.00
CLINICAL ASSOCIATE PROFESSOR,AL,Level III,45.98
TECHNICALK ARCHITECT,,,0.00
IT BUSINESS ANALYST,,,0.00
DIRECTOR OF TECHNOLOGY,,,0.00
ASSISTANT PROJECT MANAGER,,,0.00
PMO PM COORDINATOR,,,0.00
POSTDOCTORAL ASSOCIATE,,Level I,0.00
SOFTWARE DEVELOPER,,,0.00
PHARMACEUTICAL DETAILER,PA,Level II,"65,478.00"
IT SYSTEMS ANALYST,,,0.00
PRINCIPAL SOFTWARE DEVELOPMENT ENGINEER,,,0.00
TEST ENGINEERING MANAGER,,,0.00
TESTER,,,0.00
ETL DEVELOPER,,,0.00
FOOTWEAR DESIGN I,,,0.00
PROJECT MANAGER,,,0.00
"PRACTICE LEAD, DATABASE & CLOUD",,,0.00
TEST LEAD,,,0.00
SAP SECURITY CONSULTANT,,,0.00
SERVICENOW DEVELOPER,,,0.00
TEST LEAD,,,0.00
SENIOR DATA ANALYST,,,0.00
PHYSICAL THERAPIST,,,0.00
SOFTWARE DEVELOPER,,,0.00
SENIOR TECHNICAL CONSULTANT,,,0.00
SAP BI FUNCTIONAL ANALYST,,,0.00
SOFTWARE DEVELOPER,,,0.00
ABA THERAPIST,,,0.00
DATA MODELER/ANALYST,,,0.00
SOFTWARE DEVELOPER,,,0.00
TEST AND VERIFICATION ENGINEER,,,0.00
"MANAGER, SOFTWARE ENGINEERING",,,0.00
GRAPHIC DESIGNER,,,0.00
SENIOR MEDICAL & DRUG SAFETY ASSOCIATE,,,0.00
OKTA DEVELOPER,,,0.00
"SYSTEM SPECIALIST, MIDDLEWARE",,,0.00
"PRESIDENT, TURBOLAW",,,0.00
IT CONSULTANT,,,0.00
ASP.NET DEVELOPER,,,0.00
ASSISTANT RESEARCH PROFESSOR,,,0.00
SENIOR SOFTWARE DEVELOPER,,,0.00
SENIOR BUSINESS ANALYST,,,0.00
BI TERADATA CONSULTANT,,,0.00
DEVELOPER,,,0.00
SENIOR INTEGRATIONS ENGINEER,,,0.00
TEST MANAGER,,,0.00
SOFTWARE ENGINEER,,,0.00
COMPUTER SYSTEMS ANALYST,,,0.00
JAVA DEVELOPER,,,0.00
SR. APPLICATION DEVELOPMENT ANALYST,,,0.00
PROGRAMMER ANALYST,WA,,"113,318.00"
FOOTWEAR DESIGNER I,,,0.00
APPLIED SCIENTIST - SEARCH & DISCOVERY,,,0.00
NETWORK ENGINEER,,,0.00
PRODUCT MANAGER,,,0.00
HEAD OF TREASURY OPERATIONS,,,0.00
SENIOR ADVISOR DELIVERY SPECIALIST,,,0.00
MANAGER ASIC/LAYOUT DESIGN,,,0.00
SOFTWARE DEVELOPERS,,,0.00
LEAD SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
SR QA ANALYST,,,0.00
JAVA DEVELOPER,,,0.00
QA AND TESTING ADVISOR,,,0.00
ASSOCIATE PROFESSOR OF ART HISTORY,,,0.00
APPLICATION DEVELOPER,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
DATA SCIENTIST,,,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
MECHANICAL ENGINEERS,,,0.00
CLOUD DATA ENGINEER,,,0.00
SR. PROJECT MANAGER,,,0.00
PROGRAMMER ANALYST,,,0.00
EBS PRINCIPAL CONSULTANT,,,0.00
SALESFORCE DEVELOPER,,,0.00
ASSOCIATE ATTORNEY,,,0.00
ASSOCIATE TECHNICAL ARCHITECT,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
INSTRUCTOR,,,0.00
FEAD CAE ENGINEER,,,0.00
SENIOR SOFTWARE ENGINEER-ETL,,,0.00
ROBOTIC PROCESS AUTOMATION ANALYST TRAINER,,,0.00
SOFTWARE ENGINEER,,,0.00
CONSULTANT,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
SENIOR SOFTWARE DEVELOPER,,,0.00
DIRECTOR OF FINANCE,,,0.00
POST DOCTORAL RESEARCHER,,,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER 1615.43875,,,0.00
SME BUSINESS ANALYST,,,0.00
ORACLE DBA,,,0.00
DEVELOPER,,,0.00
RESEARCH INSTRUCTOR,,,0.00
FULL STACK DEVELOPER,,,0.00
QUALITY ASSURANCE ENGINEER,,,0.00
JAVA ARCHITECT,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOFTWARE (CRM)  DEVELOPER,,,0.00
ENGAGEMENT MANAGER,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOFTWARE DEVELOPER,,,0.00
TECHNICAL LEAD,,,0.00
TEST LEAD,,,0.00
SOFTWARE ENGINEER,,,0.00
TECHNICAL PROJECT MANAGER,,,0.00
MTS CONSULTANT - SYSTEMS ENGINEERING,,,0.00
PMTS-DATA MANAGEMENT (PRINCIPAL MEMBER TECHNICAL STAFF),,,0.00
MTS CSLT - SYS ENGRG (MEMBER TECHNICAL STAFF),,,0.00
SENIOR MEMBER TECHNICAL STAFF-SYSTEM ENGRG,,,0.00
SMTS-SYSTEM ENGINEERING(MTS),,,0.00
MTS CONSULTANT - SYSTEMS ENGINEERING (MTS),,,0.00
PEOPLESOFT ADMINISTRATOR,,,0.00
TECHNICAL LEAD,,,0.00
SCRUM MASTER,,,0.00
RESEARCH FELLOW,,,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
TECHNICAL ARCHITECT,,,0.00
POSTDOCTORAL RESEARCH ASSOCIATE,,,0.00
TEST AUTOMATION ARCHITECT,,,0.00
SOFTWARE ENGINEER,,,0.00
PEOPLESOFT APPLICATION DEVELOPER,,,0.00
SOFTWARE ENGINEER,,,0.00
IT ANALYST,,,0.00
PROJECT LEAD,,,0.00
TECHNICAL PRODUCT MANAGER,,,0.00
SYSTEMS ANALYST,,,0.00
DATA ARCHITECT,,,0.00
SENIOR SOFTWARE DEVELOPER,,,0.00
INDUSTRIAL GEAR SERVICE MANAGER,,,0.00
SR. PROGRAMMER ANALYST,,,0.00
SOFTWARE DEVELOPER,FL,,"76,357.00"
SENIOR SOFTWARE DEVELOPER,,,0.00
IT BUSINESS ANALYST,,,0.00
SENIOR SOLUTION ARCHITECT,,,0.00
FULL-STACK .NET DEVELOPER,,,0.00
SENIOR TEST ANALYST (AUTOMATION),,,0.00
BUSINESS INTELLIGENCE DEVELOPER,,,0.00
BIG DATA ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
BUSINESS ANALYST,,,0.00
IT ANALYST,,,0.00
POSTDOCTORAL RESEARCH ASSOCIATE - APPLICATIONS OF POLARIZED,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOFTWARE ENGINEER,,,0.00
.NET DEVELOPER,,,0.00
APPLICATION DEVELOPER,,,0.00
HEAD OF FINANCING PRODUCTS,,,0.00
JAVA DEVELOPER,,,0.00
BUSINESS ANALYST II,,,0.00
"SENIOR MANAGER, USER SERVICES",,,0.00
MIDDLEWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
ASSISTANT PROFESSOR,,,0.00
SENIOR PRODUCT MANAGER,,,0.00
SYSTEMS ANALYST,,,0.00
AUDITOR,HI,,"64,750.00"
SR. TEST ANALYST,,,0.00
IT DEVELOPER,,,0.00
BUDGET ANALYST,,,0.00
BUSINESS ANALYST,,,0.00
DEVELOPER,,,0.00
BUSINESS INTELLIGENCE ENGINEER,,,0.00
"SOFTWARE DEVELOPER, APPLICATIONS",,,0.00
CLINICAL DATABASE ASSOCIATE,,,0.00
SR. SOFTWARE DEVELOPER,,,0.00
SENIOR SOFTWARE DEVELOPER,,,0.00
SYSTEMS/NETWORK ENGINEER,,,0.00
DIRECTOR  OF INTRUCTION,,,0.00
PHYSICAL THERAPIST,,,0.00
NETWORK AND SYSTEMS ADMINISTRATOR,,,0.00
SOFTWARE DEVELOPER,,,0.00
SOLUTIONS ARCHITECT,,,0.00
"MTS 2, SOFTWARE ENGINEER",,,0.00
COMPUTER PROGRAMMER,,,0.00
RESEARCH SCIENTIST IN ARTIFICIAL INTELLIGENCE FOR HEALTH,,,0.00
"SOFTWARE ENGINEERING MANAGER, SALESFORCE PLATFORM",,,0.00
SOFTWARE DEVELOPER,,,0.00
BASIC LIFE RES SCIENTIST,,,0.00
SENIOR PROJECT MANAGER - US,,,0.00
CONSULTANT - US,,,0.00
MERCATOR ARCHITECT,,,0.00
SENIOR SOFTWARE DEVELOPER,,,0.00
"DIRECTOR, PLATFORM & DELIVERY MANAGEMENT",,,0.00
PRINCIPAL - SYSTEM ARCHITECT,,,0.00
IT DEVELOPER,,,0.00
RESEARCH SCIENTIST/INSTRUCTOR,,,0.00
SOFTWARE ENGINEER,,,0.00
SENIOR SEM ANALYST,,,0.00
IN-HOUSE ACCOUNTANT,NJ,Level I,"58,344.00"
SOFTWARE ENGINEER 1615.43767,,,0.00
POSTDOCTORAL ASSOCIATE,MA,Level I,"44,658.00"
PL/SQL DEVELOPER/SOFTWARE DEVELOPER,PA,Level II,36.47
PROSTHODONTIST,,,0.00
SOFTWARE QA ANALYST,VA,Level II,"75,546.00"
SENIOR SOFTWARE ENGINEER,,,0.00
IT SOFTWARE DEVELOPER 3,,,0.00
SR. TECHNICAL LEAD,,,0.00
DIGITAL DESIGN ENGINEER,,,0.00
MANAGER- SALES & OPERATIONS,,,0.00
CLINICAL ASSISTANT PROFESSOR,,,0.00
JAVA DEVELOPER,,,0.00
SOLUTION DESIGN EXPERT- INVENTORY MANAGEMENT,,,0.00
SMTS-SYSTEMS ENGINEERING,NJ,,"104,300.00"
DATABASE DEVELOPER/SUPERVISOR,,,0.00
STUDY ABROAD & EXCHANGE MANAGER SL-4,NY,,"54,510.00"
CUSTOMER EXPERIENCE GROUP MANAGER,,,0.00
PRINCIPAL PARTNER MANAGEMENT 1615.25554,CA,Level II,"103,168.00"
FINANCE MANAGERS,WA,Level II,"118,872.00"
SENIOR MANAGER INFORMATION SYSTEMS,,,0.00
BUSINESS IT ANALYST,,,0.00
BUSINESS SYSTEMS ANALYST,CA,Level III,"83,720.00"
APIGEE DEVELOPER,,,0.00
ASST INSTRUMENTATION INNOVATOR/RESEARCH-ELECTRICAL ENGINEER,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
"COMPUTER OCCUPATIONS, ALL OTHER",,,0.00
"MANAGER, QUALITY ENGINEERING (MQE)",,,0.00
COMPUTER SYSTEMS ENGINEER 2,,,0.00
CLINICAL ASSISTANT PROFESSOR,,,0.00
FINANCE MANAGER,,,0.00
RESEARCH ASSOCIATE,,,0.00
DATA SCIENTIST I,,,0.00
POSTDOCTORAL ASSOCIATE,,,0.00
POSTDOCTORAL ASSOCIATE,,,0.00
IT PROJECT MANAGER 3,,,0.00
IT COMPLIANCE SPECIALIST,,,0.00
IT PROJECT MANAGER 3,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
QUALITY TEST ENGINEER,,,0.00
KEY ACCOUNT MANAGER,,,0.00
QA & TESTING ADVISOR,,,0.00
SOFTWARE DEVELOPER,,Level II,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,TX,,"91,915.00"
SR. MATERNAL HEALTH ADVISOR,,,0.00
SOFTWARE ENGINEER,,,0.00
SYSTEM ANALYST,,,0.00
IT PROJECT MANAGER 3,,,0.00
SR. PRINCIPAL ENTERPRISE SOFTWARE ENGINEER,,,0.00
FINANCE MANAGER,,,0.00
JAVA DEVELOPER,,,0.00
COST MANAGER/QUANTITY SURVEYOR,,,0.00
"MTS, ASSEMBLY",,,0.00
ANALYTICAL RESEARCH & DEVELOPMENT CHEMIST II,,,0.00
SOFTWARE ENGINEER,,,0.00
PROCESS ENGINEER,,,0.00
SOFTWARE DEVELOPER,,,0.00
SENIOR HEALTH CARE PROGRAM PLANNER/ANALYST,,,0.00
VALIDATION ENGINEER,,,0.00
SALES OPERATIONS ANALYST,,,0.00
INFO SECURITY ANALYST II,,,0.00
BUSINESS OPERATIONS CONSULTANT,PA,Level IV,"108,618.00"
SALESFORCE.COM DEVELOPER,,,0.00
"SENIOR MANAGER, STATISTICAL PROGRAMMING",,,0.00
SENIOR-DATA ANALYSIS,,,0.00
.NET DEVELOPER,,,0.00
ENGINEER 3,,,0.00
RESEARCH FELLOW,,,0.00
TECHNOLOGY ARCHITECT,,,0.00
TECHNOLOGY ARCHITECT,,,0.00
SENIOR MANAGER SPECIAL PROJECTS,,,0.00
FINANCIAL QUANTITATIVE ANALYSTS,,,0.00
DIRECTOR OF PROJECT MANAGEMENT,,,0.00
CREDIT SPECTRUM CORP,,,0.00
SENIOR DATA ENGINEER,,,0.00
"SENIOR MANAGER, ENGINEERING",,,0.00
SR. RISK MANAGEMENT ANALYST,,,0.00
TECHNOLOGY LEAD - US,,,0.00
COMPUTER SOFTWARE DEVELOPER,,,0.00
ASSISTANT PROFESSOR (NTT),,,0.00
AGENT,,,0.00
MANAGING DIRECTOR,,,0.00
POST-DOCTORAL RESEARCH ASSOCIATE,,,0.00
WATER RESOURCES ENGINEER,,,0.00
DATABASE ADMINISTRATOR (DBA),,,0.00
"VICE PRESIDENT, OPERATIONS AND FINANCE",,,0.00
LEAD SHAREPOINT DEVELOPER,,,0.00
QUALITY ASSURANCE ANALYST,,,0.00
SAP CONSULTANT,,,0.00
ERP ANALYST III,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
COMPUTER SYSTEMS ANALYSTS,,,0.00
SOFTWARE DEVELOPER,,,0.00
ORACLE DATABASE ADMINISTRATOR,,,0.00
SAP SENIOR TECHNICAL CONSULTANT,IL,,"61,589.00"
INDUSTRIAL DESIGNER,,,0.00
MANAGER JC50,,,0.00
CHIEF TECHNOLOGY OFFICER,,,0.00
POSTDOCTORAL ASSOCIATE,,,0.00
DATABASE ADMINISTRATOR,,,0.00
SOFTWARE DEVELOPER,,,0.00
SUPERINTENDENT BROWNFIELDS FACILITES,,,0.00
SOFTWARE DEVELOPER,,,0.00
SR PERFORMANCE ENGINEER,,,0.00
INFORMATION SECURITY ANALYST,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
"SOFTWARE DEVELOPER, APPLICATIONS",,,0.00
PROGRAM STRATEGY AND OPERATION MANAGER,,,0.00
SOFTWARE ENGINEER,,,0.00
TECHNICAL WRITER,,,0.00
ASSOCIATE DIRECTOR JC40,,,0.00
ADULT RECONSTRUCTIVE/TOTAL JOINT ORTHOPEDIC SURGEON,,,0.00
RADIOLOGIST,,,0.00
TAX MANAGER,,,0.00
BUSINESS OPERATIONS MANAGER,,,0.00
SOFTWARE DEVELOPER (AUTOMATION ENGINEER),,,0.00
SOLUTION DESIGN EXPERT-DIRECT PROCUREMENT,,,0.00
SENIOR PRODUCT DESIGNER,,,0.00
SOFTWARE PRINCIPAL ENGINEER,,,0.00
CHEIF OPERATING OFFICER,,,0.00
ASSOCIATE CREATIVE DIRECTOR,,,0.00
RESEARCH ASSOCIATE 1-B/H,,,0.00
TECHNICAL PROGRAM MANAGER,,,0.00
COMPONENT DESIGN ENGINEER,,,0.00
PRODUCT ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
SENIOR SOFTWARE AUTOMATION TEST ENGINEER,,,0.00
INFORMATION TECHNOLOGY SPECIALIST III,,,0.00
SENIOR PROJECT MANAGER - US,,,0.00
SOFTWARE ENGINEER 3,,,0.00
HYPERION DEVELOPER,,,0.00
TRANSACTION SERVICES SENIOR,,,0.00
SENIOR ADVISOR SOLUTIONS ARCHITECTURE,,,0.00
PROJECT MANAGER,,,0.00
MECHANICAL ENGINEER,,,0.00
PRODUCT MARKETING MANAGER,,,0.00
SOFTWARE ENGINEER 1615.4914,,,0.00
APPLICATION ENGINEER,,,0.00
STAFF ENGINEER,,,0.00
APPLICATION PROGRAMMER,,,0.00
REGIONAL SERNIOR FINANICAL ADVISOR,,,0.00
COMPUTER SYSTEMS ANALYST,,,0.00
INTEGRATION ENGINEER 2,,,0.00
MS SR. SYSTEMS ANALYST,,,0.00
R&D STAFF MEMBER - MATERIALS SYNTHESIS EXPERT,,,0.00
MANAGER RFID TECH INFRASTRUCTURE,OR,Level III,"138,278.00"
ITDS ARCHITECT,NC,Level II,42.63
SENIOR SOFTWARE DEVELOPER,,,0.00
SENIOR SPECIALIST- REGULATORY AFFAIRS (PUBLISHING),,,0.00
RESEARCH ASSOCIATE,,,0.00
PROCESS ENGINEER,,,0.00
SUPPLY CHAIN ENGINEER,,,0.00
SR. SOFTWARE QUALITY ASSURANCE ENGINEER (15-1199.01),,,0.00
SOFTWARE DEVELOPER,,,0.00
RESEARCH TECHNICIAN,,,0.00
SOFTWARE DEVELOPER,,,0.00
SENIOR ORACLE DEVELOPER,,,0.00
TECHNICAL PROJECT MANAGER (INFORMATION SYSTEMS),,,0.00
SR.QA AUTOMATION ENGINEER,,,0.00
ASSOCIATE - BUSINESS OPERATIONS ANALYTICS,,,0.00
SAP CONSULTANT,,,0.00
SENIOR PROGRAMMER ANALYST,,,0.00
"REGIONAL OPERATIONS/SME DIRECTOR, BOND PRICING - CORPORATES",,,0.00
ASSISTANT PROFESSOR OF ENGINEERING,RI,,"85,218.00"
SOFTWARE ENGINEER,,,0.00
HEAD MEN'S/WOMEN'S SOCCER COACH,,,0.00
RESEARCH FELLOW,,,0.00
IT PROJECT MANAGER 3,,,0.00
SOFTWARE DEVELOPER,,,0.00
TECHNICAL ARCHITECT,,,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE DEVELOPERS,,,0.00
SOFTWARE DEVELOPER,,,0.00
ELECTRICAL ENGINEER,,,0.00
SR. SOFTWARE DEVELOPER ENGINEER IN TEST,,,0.00
SENIOR APPLICATIONS ENGINEER,,,0.00
SYSTEMS ADMINISTRATOR,,,0.00
INFORMATION TECHNOLOGY ANALYST,,,0.00
MANAGER- SALES & OPERATIONS,,,0.00
ASP.NET/MVC/ANGULAR DEVELOPER,,,0.00
DATA ANALYST/SQL DEVELOPER (DATA),,,0.00
SOFTWARE ENGINEER,,,0.00
HADOOP ADMINISTRATOR,,,0.00
SOFTWARE ENGINEER II,,,0.00
GLOBAL ART DIRECTOR,,,0.00
"MTS, IC DESIGN",,,0.00
COMPUTER SYSTEMS ANALYST,,,0.00
TECHNICAL LEAD,,,0.00
SAP CRM ABAP DEVELOPER,CA,,"111,280.00"
PORTFOLIO DIRECTOR,,,0.00
STAFF SW ENGINEER,,,0.00
MANAGEMENT ANALYSTS,,,0.00
ORACLE DATABASE ADMINISTRATOR,,,0.00
COMPUTER SYSTEMS ENGINEER,,,0.00
SYSTEM ANALYST JC65,,,0.00
MANAGER JC50,,,0.00
SENIOR SYSTEMS ANALYST JC60,,,0.00
MECHANICAL ENGINEERING DESIGNER,,,0.00
PLATFORM SERVICES ARCHITECT,,,0.00
SOFTWARE ENGINEER 1615.9311,,,0.00
SOFTWARE ARCHITECT,,,0.00
DEVOPS ENGINEER,,,0.00
BUSINESS SYSTEMS ANALYST,,,0.00
FINANCIAL ANALYST,,,0.00
MANAGER JC50,,,0.00
MANAGER JC50,,,0.00
SENIOR ENGINEER,,,0.00
MIDDLEWARE INTEGRATION ENGINEER,,,0.00
SENIOR SYSTEMS ANALYST JC60,,,0.00
RESEARCH ASSOICATE,,,0.00
CONSTRUCTION MANAGER,FL,Level I,"63,357.00"
TECHNOLOGY SITE MANAGER,,,0.00
SENIOR SYSTEMS ANALYST JC60,,,0.00
SENIOR ANALYST IT (IT ENGINEER),,,0.00
SOFTWARE DEVELOPER,,,0.00
SENIOR ENGINEER PROCESS SAFETY,,,0.00
NETWORK ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
TRANSFER PRICE SPECIALIST,,,0.00
SOFTWARE ENGINEER,,,0.00
SR. SOFTWARE ENGINEER,,,0.00
MARKETING SPECIALIST,,,0.00
SOFTWARE ENGINEER,,,0.00
SR. DEVOPS ENGINEER,,,0.00
SECURITY ARCHITECTURE ANALYST II,,,0.00
ETL DEVELOPER,,,0.00
ACCOUNTANTS AND AUDITORS,,,0.00
SENIOR SAP PP/QM CONSULTANT,,,0.00
SR. ORACLE APPLICATIONS E-BUSINESS SUITE DEVELOPER,,,0.00
CIVIL ENGINEER,,,0.00
DIGITAL MARKETING SPECIALIST,,,0.00
SENIOR LECTURER IN CHINESE,,,0.00
SENIOR DEVOPS AUTOMATION ENGINEER,,,0.00
IT CONSULTING DATABASE ADMINISTRATOR,,,0.00
RESEARCHER II-ELECTRICAL ENGINEERING,,,0.00
PRODUCT MANAGER,,,0.00
SR. BI ENGINEER,,,0.00
SR. BI ENGINEER,,,0.00
SOFTWARE DEVELOPER/ APPLICATIONS,,,0.00
IT PROJECT MANAGER 3,,,0.00
DIRECTOR OF SUPPLY CHAIN AND OPERATIONS,,,0.00
DEVELOPER USER INTERFACE,,,0.00
APPLICATIONS CONSULTANT 2,,,0.00
ETL DEVELOPER,,,0.00
SOFTWARE ENGINEER,,,0.00
ENGINEER IV,,,0.00
BUSINESS OPERATIONS CONSULTANT,CA,Level III,"112,362.00"
SAP BASIS ADMINISTRATOR,,,0.00
DEVELOPER,,,0.00
PROJECT ANALYST / MANAGER (E-LEARNING PROJECTS),,,0.00
PROJECT ANALYST / MANAGER (E-LEARNING PROJECTS),,,0.00
MARKET ANALYST,,,0.00
SOFTWARE ENGINEER,,,0.00
DIRECTOR OF MARKETING AND PUBLICITY,,,0.00
SOFTWARE ENGINEER,,,0.00
PROJECT LEAD,,,0.00
SOFTWARE ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
SECURITY DEVOPS ENGINEER,,,0.00
SOLUTIONS ENGINEER,,,0.00
FINANCE MANAGER,,,0.00
RESEARCH SCIENTIST,,,0.00
APPLICATION DEVELOPER,,,0.00
SOFTWARE ENGINEER,,,0.00
PRINCIPAL SOFTWARE ENGINEER,,,0.00
APPLICATION DEVELOPER,,,0.00
BIG DATA ENGINEER,,,0.00
TECHNICAL TEST LEAD - US,,,0.00
SENIOR PROJECT MANAGER - US,,,0.00
COMPUTER SYSTEMS ANALYSTS,,,0.00
MANAGER JC50,,,0.00
COMPUTER SYSTEMS ANALYSTS,,,0.00
MANAGER JC50,,,0.00
MANAGER JC50,,,0.00
SR SOFTWARE DEVELOPER,,,0.00
"COMPUTER OCCUPATIONS, ALL OTHER",,,0.00
"DIRECTOR, INTERNATIONAL FOREIGN EXCHANGE SALES",,,0.00
PETROLEUM ENGINEER,,,0.00
SOFTWARE ENGINEER,,,0.00
SOLUTIONS ARCHITECT II,,,0.00
DATA SCIENTIST I,,,0.00
SOFTWARE DEVELOPMENT ENGINEER II,,,0.00
SYSTEM ADMINISTRATOR,,,0.00
SOFTWARE ENGINEER ETL,,,0.00
EXECUTIVE DIRECTOR-PROPERTY,,,0.00
BUSINESS SYSTEM ANALYST,,,0.00
MIDDLEWARE INTEGRATION ENGINEER,,,0.00
STAFF SYSTEMS ENGINEER,,,0.00
DATA ARCHITECTURE CONSULTANT,,,0.00
VICE PRESIDENT,,,0.00
INDUSTRIAL DESIGNER,,,0.00
STAFF SW TEST ENGINEER,,,0.00
DATABASE APPLICATION DEVELOPER,,,0.00
"ADVISOR, QUALITY ASSURANCE",,,0.00
"HEAD, GLOBAL ADVOCACY",,,0.00
SOFTWARE ENGINEER,,,0.00
PRODUCT ANALYST,,,0.00
SOFTWARE ENGINEER 1615.44092,,,0.00
SOFTWARE ENGINEER 1615.44115,,,0.00
SENIOR DATA ENGINEER,,,0.00
COMPUTER SYSTEMS ENGINEER,,,0.00
ONLINE MARKETING SPECIALIST,CA,Level I,"58,323.00"
SYSTEMS ANALYST,,,0.00
SENIOR DATABASE ADMINISTRATOR,,,0.00
PROGRAMMER ANALYST,,,0.00
.NET DEVELOPER,,,0.00
INFORMATION SECURITY ENGINEER,,,0.00
QA/QC FOOD SCIENTIST,,,0.00
MUSIC DIRECTOR,,,0.00
SENIOR TECHNICAL CONSULTANT,,,0.00
BUSINESS ANALYST,,,0.00
SENIOR SOFTWARE ENGINEER,,,0.00
BUSINESS ANALYST IT,,,0.00
DECISION ANALYTICS ASSOCIATE CONSULTANT,WA,Level III,"94,640.00"
POSTDOCTORAL SCIENTIST,,,0.00
DATA SYSTEMS TEAM MANAGER,,,0.00
GENERAL AND OPERATIONS MANAGER,,,0.00
ACTUARIAL SENIOR SPECIALIST,,,0.00
SOFTWARE ENGINEER,,,0.00
SENIOR SECURITY CONSULTANT,,,0.00
SOFTWARE ENGINEER,,,0.00
"SENIOR ENGINEER, SOFTWARE",,,0.00
ETL DEVELOPER,,,0.00
SENIOR SYSTEMS ANALYST JC60,,,0.00
"DIRECTOR, GLOBAL SAFETY LEAD",,,0.00
ARCHITECT,,,0.00
GEOLOGICAL TECHNICIAN,,,0.00
