TITLE,STATE,LEVEL,WAGE
Technical Lead,WA,Level I,"63,170.00"
Project Manager,KS,Level IV,"104,874.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Assistant Professor,TX,Level II,"75,647.00"
Software Engineer/Developer,VA,Level III,"114,982.00"
Project Manager,CA,Level I,"130,853.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Technical Lead,PA,Level IV,"122,304.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Software Engineer/Developer,TX,Level IV,"122,366.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Consultant,CA,Level III,"147,597.00"
Architect,NY,Level IV,"138,861.00"
Software Engineer/Developer,NY,Level II,"96,366.00"
Manager,MO,Level III,"86,466.00"
Software Engineer/Developer,MO,Level III,"86,466.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Software Engineer/Developer,GA,Level II,"63,378.00"
Assistant Professor,MD,Level III,"61,173.00"
Software Engineer/Developer,KY,Level II,"52,582.00"
Research Associate,TX,Level II,"48,568.00"
Project Manager,VA,Level II,"124,738.00"
Analyst,TX,Level II,"80,850.00"
Analyst,VA,Level II,"84,926.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Project Manager,PA,Level II,"132,579.00"
Consultant,IL,Level I,"49,150.00"
Project Manager,MI,Level II,"76,211.00"
Accountant,MD,Level II,"85,467.00"
Analyst,MI,Level II,"70,970.00"
Analyst,CA,Level II,"80,080.00"
Software Engineer/Developer,OR,Level II,"90,480.00"
Architect,PA,Level III,"91,998.00"
Project Manager,CA,Level I,"83,616.00"
Technical Lead,TX,Level IV,"126,235.00"
Software Engineer/Developer,CT,Level I,"72,114.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,PA,Level III,"86,362.00"
Consultant,CA,Level II,"76,648.00"
Architect,OH,Level IV,"127,837.00"
Assistant Professor,CA,Level II,"99,507.00"
Software Engineer/Developer,FL,Level III,"91,645.00"
Research Associate,IA,Level I,"46,800.00"
Project Manager,IL,Level III,"143,666.00"
Software Engineer/Developer,PA,Level III,"86,362.00"
Research Associate,CA,Level II,"78,499.00"
Assistant Professor,MD,Level III,"72,176.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Assistant Professor,NC,Level II,"70,310.00"
Analyst,GA,Level II,"73,944.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Consultant,PA,Level III,"105,290.00"
Software Engineer/Developer,TX,Level III,"105,435.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,DE,Level III,"102,586.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Manager,MI,Level III,"89,814.00"
Research Associate,IA,Level I,"41,101.00"
Analyst,PA,Level II,"60,736.00"
Software Engineer/Developer,NY,Level II,"99,736.00"
Project Manager,IN,Level II,"57,616.00"
Manager,CA,Level III,"204,173.00"
Software Engineer/Developer,MA,Level III,"103,501.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Analyst,WA,Level III,"94,640.00"
Associate,MD,Level II,"72,862.00"
Software Engineer/Developer,CA,Level II,"168,189.00"
Architect,TX,Level III,"87,152.00"
Consultant,PA,Level II,"81,286.00"
Manager,PA,Level III,"91,894.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Associate,CA,Level II,"94,869.00"
Technical Lead,TX,Level III,"105,435.00"
Project Manager,TX,Level III,"96,470.00"
Software Engineer/Developer,MN,Level II,"78,166.00"
Consultant,PA,Level I,"58,864.00"
Research Associate,IL,Level II,"65,915.00"
Technical Lead,TX,Level IV,"63,752.00"
Associate,UT,Level III,"46,654.00"
Consultant,ID,Level II,"69,014.00"
Consultant,VA,Level II,"93,933.00"
Software Engineer/Developer,CT,Level II,"86,299.00"
Accountant,VA,Level II,"76,482.00"
Project Manager,MI,Level IV,"100,880.00"
Consultant,VA,Level II,"75,046.00"
Technical Lead,GA,Level II,"61,277.00"
Manager,CA,Level III,"102,482.00"
Manager,AZ,Level IV,"105,768.00"
Manager,CA,Level III,"118,019.00"
Analyst,MA,Level II,"78,666.00"
Analyst,FL,Level II,"64,230.00"
Analyst,CA,Level II,"102,898.00"
Manager,MN,Level IV,"108,763.00"
Manager,CA,Level III,"83,720.00"
Analyst,NC,Level II,"78,978.00"
Associate,VA,Level IV,"113,173.00"
Manager,UT,Level III,"78,874.00"
Manager,OH,Level III,"97,926.00"
Manager,PA,Level III,"99,154.00"
Consultant,ID,Level II,"69,014.00"
Analyst,AZ,Level II,"73,258.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Consultant,TX,Level I,"73,778.00"
Accountant,TX,Level IV,"98,613.00"
Manager,PA,Level III,"99,154.00"
Manager,PA,Level III,"98,654.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Technical Lead,OR,Level II,"72,779.00"
Software Engineer/Developer,OR,Level III,"107,370.00"
Software Engineer/Developer,MI,Level II,"74,672.00"
Software Engineer/Developer,SC,Level III,"105,893.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Software Engineer/Developer,MD,Level II,"91,000.00"
Software Engineer/Developer,MA,Level III,"105,040.00"
Software Engineer/Developer,IL,Level I,"65,166.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Software Engineer/Developer,DE,Level I,"70,782.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,TX,Level II,"98,946.00"
Software Engineer/Developer,AR,Level II,"76,523.00"
Software Engineer/Developer,OH,Level IV,"127,837.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Analyst,PA,Level I,"58,261.00"
Manager,NJ,Level III,"113,256.00"
Architect,OH,Level II,"87,693.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Project Manager,CA,Level IV,"101,982.00"
Assistant Professor,AZ,Level I,"47,290.00"
Project Manager,NJ,Level III,"75,046.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Technical Lead,TX,Level III,"109,886.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Software Engineer/Developer,CA,Level II,"84,855.00"
Software Engineer/Developer,NJ,Level II,"93,746.00"
Consultant,CA,Level IV,"105,581.00"
Technical Lead,NJ,Level II,"96,366.00"
Technical Lead,NY,Level II,"96,366.00"
Software Engineer/Developer,GA,Level III,"92,997.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Assistant Professor,CA,Level I,"44,429.00"
Software Engineer/Developer,PA,Level II,"90,646.00"
Software Engineer/Developer,NJ,Level II,"74,443.00"
Software Engineer/Developer,NJ,Level II,"87,464.00"
Software Engineer/Developer,PA,Level II,"87,610.00"
Software Engineer/Developer,MD,Level II,"80,704.00"
Software Engineer/Developer,OH,Level II,"62,192.00"
Research Associate,NC,Level II,"48,568.00"
Architect,CA,Level II,"63,232.00"
Project Manager,CA,Level III,"118,394.00"
Consultant,GA,Level III,"104,790.00"
Project Manager,NJ,Level I,"60,299.00"
Software Engineer/Developer,MI,Level III,"76,877.00"
Research Associate,CO,Level I,"50,794.00"
Software Engineer/Developer,IL,Level II,"61,589.00"
Analyst,MA,Level III,"158,371.00"
Project Manager,CA,Level III,"122,221.00"
Technical Lead,TX,Level III,"98,925.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Software Engineer/Developer,NC,Level III,"105,893.00"
Software Engineer/Developer,MD,Level II,"80,704.00"
Manager,OR,Level III,"93,101.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,MO,Level I,"61,256.00"
Software Engineer/Developer,MA,Level II,"84,698.00"
Project Manager,IL,Level IV,"94,474.00"
Software Engineer/Developer,MO,Level I,"61,256.00"
Software Engineer/Developer,DE,Level III,"79,310.00"
Software Engineer/Developer,AZ,Level II,"81,266.00"
Software Engineer/Developer,MO,Level I,"72,696.00"
Consultant,TX,Level III,"110,032.00"
Software Engineer/Developer,CA,Level III,"102,690.00"
Assistant Professor,AZ,Level I,"47,290.00"
Software Engineer/Developer,TX,Level II,"71,802.00"
Software Engineer/Developer,IL,Level II,"78,478.00"
Architect,MN,Level II,"63,814.00"
Analyst,WA,Level II,"68,307.00"
Software Engineer/Developer,MI,Level II,"61,880.00"
Software Engineer/Developer,TN,Level II,"61,838.00"
Software Engineer/Developer,OH,Level II,"78,270.00"
Manager,CO,Level II,"73,424.00"
Research Associate,FL,Level I,"32,926.00"
Manager,NH,Level III,"95,888.00"
Software Engineer/Developer,NY,Level IV,"138,861.00"
Software Engineer/Developer,SC,Level II,"78,291.00"
Analyst,VA,Level II,"84,926.00"
Software Engineer/Developer,GA,Level II,"63,378.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,TX,Level II,"91,915.00"
Research Associate,DC,Level III,"104,187.00"
Software Engineer/Developer,IN,Level II,"57,616.00"
Manager,MA,Level II,"115,357.00"
Software Engineer/Developer,CA,Level I,"62,546.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Research Associate,CA,Level III,"116,542.00"
Project Manager,TX,Level III,"101,150.00"
Architect,FL,Level III,"83,034.00"
Associate,NY,Level I,"58,344.00"
Architect,CA,Level II,"63,232.00"
Software Engineer/Developer,NJ,Level IV,"138,861.00"
Associate,TX,Level II,"81,182.00"
Manager,PA,Level I,"104,707.00"
Software Engineer/Developer,DC,Level II,"93,933.00"
Consultant,CA,Level II,"91,395.00"
Analyst,WI,Level II,"67,538.00"
Consultant,CA,Level II,"94,328.00"
Consultant,TX,Level II,"91,000.00"
Consultant,CA,Level I,"71,864.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,FL,Level II,"70,866.00"
Manager,MI,Level IV,"88,546.00"
Manager,TX,Level III,"92,955.00"
Analyst,TX,Level I,"63,814.00"
Analyst,NJ,Level II,"93,642.00"
Manager,WI,Level III,"79,061.00"
Manager,MN,Level III,"93,163.00"
Manager,CA,Level III,"102,482.00"
Analyst,VA,Level II,"79,498.00"
Consultant,IL,Level I,"65,166.00"
Manager,MI,Level III,"87,443.00"
Manager,IL,Level III,"90,563.00"
Manager,CT,Level III,"94,390.00"
Manager,MN,Level III,"93,163.00"
Accountant,IL,Level III,"82,659.00"
Manager,PA,Level III,"66,040.00"
Manager,TX,Level III,"97,864.00"
Manager,CT,Level III,"94,390.00"
Consultant,CA,Level II,"109,242.00"
Manager,CA,Level III,"102,482.00"
Accountant,TX,Level III,"83,075.00"
Accountant,MS,Level III,"60,944.00"
Manager,OR,Level III,"93,101.00"
Manager,PA,Level III,"99,154.00"
Research Associate,IL,Level IV,"96,907.00"
Accountant,GA,Level III,"77,376.00"
Consultant,CA,Level II,"109,242.00"
Manager,WA,Level II,"74,048.00"
Technical Lead,NY,Level II,"72,051.00"
Accountant,PA,Level II,"68,827.00"
Analyst,VA,Level II,"93,933.00"
Software Engineer/Developer,AZ,Level IV,"114,650.00"
Analyst,CA,Level III,"86,632.00"
Analyst,CA,Level II,"95,638.00"
Research Associate,MA,Level I,"50,627.00"
Architect,TX,Level III,"55,162.00"
Manager,MO,Level III,"86,466.00"
Assistant Professor,AZ,Level II,"48,568.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Architect,CA,Level II,"95,638.00"
Software Engineer/Developer,PA,Level III,"81,245.00"
Software Engineer/Developer,IL,Level III,"97,843.00"
Architect,NJ,Level II,"74,443.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,TX,Level II,"94,806.00"
Software Engineer/Developer,IL,Level II,"80,912.00"
Research Associate,TX,Level I,"53,477.00"
Software Engineer/Developer,AR,Level III,"90,917.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Analyst,CA,Level IV,"128,066.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Research Associate,TX,Level I,"53,477.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Project Manager,OH,Level III,"77,979.00"
Assistant Professor,MD,Level I,"41,226.00"
Technical Lead,TX,Level II,"93,538.00"
Consultant,NJ,Level III,"80,226.00"
Research Associate,TX,Level I,"54,995.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"83,366.00"
Research Associate,OH,Level II,"48,568.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,MO,Level II,"85,925.00"
Technical Lead,NY,Level II,"93,642.00"
Technical Lead,GA,Level III,"104,790.00"
Architect,TX,Level II,"93,538.00"
Analyst,NY,Level II,"74,443.00"
Software Engineer/Developer,CA,Level II,"99,320.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,NY,Level III,"117,624.00"
Software Engineer/Developer,TX,Level I,"77,189.00"
Software Engineer/Developer,NJ,Level II,"87,464.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Analyst,OH,Level II,"68,702.00"
Consultant,TX,Level II,"80,974.00"
Physical Therapist,TX,Level II,"74,734.00"
Technical Lead,PA,Level III,"105,290.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Technical Lead,WA,Level II,"49,858.00"
Software Engineer/Developer,CO,Level II,"87,173.00"
Software Engineer/Developer,MD,Level II,"80,704.00"
Software Engineer/Developer,OH,Level II,"51,293.00"
Project Manager,WA,Level III,"94,827.00"
Analyst,CO,Level III,"98,010.00"
Analyst,WA,Level III,"99,882.00"
Analyst,FL,Level IV,"100,277.00"
Architect,GA,Level IV,"108,555.00"
Analyst,WI,Level IV,"104,520.00"
Software Engineer/Developer,MI,Level IV,"101,712.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level IV,"154,315.00"
Architect,NC,Level IV,"96,678.00"
Software Engineer/Developer,WA,Level IV,"154,315.00"
Technical Lead,CA,Level II,"102,898.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Analyst,WA,Level III,"94,827.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level IV,"154,315.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Architect,CA,Level II,"88,795.00"
Software Engineer/Developer,WA,Level III,"133,806.00"
Software Engineer/Developer,OR,Level II,"90,480.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,CA,Level II,"95,638.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,NC,Level II,"88,670.00"
Project Manager,WA,Level III,"147,971.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,WA,Level III,"133,806.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,WA,Level II,"113,318.00"
Software Engineer/Developer,CA,Level II,"109,242.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Project Manager,WA,Level IV,"154,315.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Consultant,TX,Level II,"81,598.00"
Project Manager,CT,Level IV,"105,893.00"
Analyst,ME,Level IV,"91,936.00"
Consultant,AZ,Level IV,"105,768.00"
Software Engineer/Developer,CA,Level I,"86,320.00"
Software Engineer/Developer,MI,Level II,"73,112.00"
Architect,TX,Level IV,"126,235.00"
Technical Lead,CT,Level II,"82,909.00"
Architect,CT,Level II,"77,126.00"
Project Manager,IL,Level III,"92,061.00"
Associate,PA,Level I,"48,090.00"
Manager,CA,Level III,"102,482.00"
Analyst,IL,Level I,"65,166.00"
Project Manager,WA,Level II,"68,078.00"
Technical Lead,FL,Level II,"65,832.00"
Project Manager,WA,Level III,"133,806.00"
Manager,IL,Level III,"90,563.00"
Manager,MO,Level III,"92,602.00"
Architect,NJ,Level II,"74,443.00"
Assistant Professor,PA,Level I,"37,128.00"
Manager,TN,Level II,"63,211.00"
Manager,CA,Level II,"95,638.00"
Software Engineer/Developer,WA,Level II,"74,048.00"
Physical Therapist,MI,Level II,"114,629.00"
Analyst,NC,Level II,"71,573.00"
Software Engineer/Developer,TX,Level II,"80,974.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,IL,Level III,"106,517.00"
Software Engineer/Developer,TN,Level II,"67,080.00"
Consultant,TX,Level I,"64,002.00"
Architect,VA,Level II,"96,554.00"
Associate,MA,Level IV,"133,474.00"
Postdoctoral Fellow,PA,Level I,"40,206.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Analyst,MI,Level II,"61,818.00"
Research Associate,NJ,Level II,"99,819.00"
Software Engineer/Developer,VA,Level II,"74,318.00"
Analyst,MI,Level III,"74,485.00"
Software Engineer/Developer,NJ,Level II,"87,464.00"
Software Engineer/Developer,VA,Level II,"84,282.00"
Analyst,MI,Level II,"70,970.00"
Software Engineer/Developer,NJ,Level II,"96,366.00"
Project Manager,CA,Level IV,"101,982.00"
Software Engineer/Developer,PA,Level II,"75,858.00"
Software Engineer/Developer,CA,Level III,"141,898.00"
Assistant Professor,MD,Level II,"68,753.00"
Software Engineer/Developer,CA,Level IV,"155,106.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Project Manager,CA,Level II,"167,523.00"
Physical Therapist,MD,Level II,"74,506.00"
Software Engineer/Developer,OH,Level II,"87,693.00"
Associate,UT,Level III,"46,654.00"
Software Engineer/Developer,DE,Level II,"86,466.00"
Software Engineer/Developer,CA,Level IV,"153,171.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,CA,Level IV,"131,144.00"
Postdoctoral Fellow,NY,Level I,"42,120.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Manager,GA,Level IV,"108,139.00"
Software Engineer/Developer,CA,Level III,"132,184.00"
Software Engineer/Developer,CA,Level III,"129,563.00"
Manager,CT,Level IV,"114,650.00"
Consultant,NY,Level II,"83,866.00"
Software Engineer/Developer,CA,Level IV,"152,526.00"
Software Engineer/Developer,CO,Level IV,"101,878.00"
Technical Lead,GA,Level II,"73,944.00"
Consultant,NV,Level IV,"110,011.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Project Manager,CA,Level III,"94,016.00"
Consultant,GA,Level II,"84,240.00"
Consultant,NC,Level II,"88,670.00"
Architect,CA,Level III,"118,394.00"
Research Associate,GA,Level II,"62,088.00"
Architect,RI,Level III,"110,718.00"
Software Engineer/Developer,AZ,Level IV,"114,650.00"
Architect,NJ,Level IV,"132,766.00"
Software Engineer/Developer,NY,Level II,"160,763.00"
Software Engineer/Developer,OH,Level III,"75,670.00"
Technical Lead,MO,Level II,"77,667.00"
Analyst,CA,Level II,"78,520.00"
Research Associate,TX,Level I,"36,213.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,AZ,Level I,"64,584.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,MA,Level IV,"122,283.00"
Research Associate,FL,Level I,"58,302.00"
Software Engineer/Developer,AZ,Level IV,"114,650.00"
Accountant,NY,Level II,"58,843.00"
Accountant,CA,Level III,"84,074.00"
Accountant,CA,Level III,"84,074.00"
Software Engineer/Developer,AZ,Level III,"97,968.00"
Research Associate,MA,Level I,"49,005.00"
Research Associate,CA,Level II,"62,733.00"
Software Engineer/Developer,MD,Level II,"102,648.00"
Software Engineer/Developer,NJ,Level II,"70,346.00"
Accountant,OH,Level II,"56,202.00"
Research Associate,TX,Level II,"36,254.00"
Manager,PA,Level III,"99,154.00"
Manager,MN,Level III,"93,163.00"
Analyst,NY,Level I,"72,509.00"
Manager,NY,Level III,"114,754.00"
Analyst,IL,Level II,"75,837.00"
Manager,PA,Level III,"98,654.00"
Manager,CA,Level III,"96,491.00"
Manager,MN,Level IV,"108,763.00"
Manager,NJ,Level III,"100,090.00"
Analyst,MO,Level II,"77,667.00"
Analyst,FL,Level II,"65,000.00"
Research Associate,MA,Level II,"77,002.00"
Architect,NY,Level II,"74,443.00"
Software Engineer/Developer,OH,Level III,"64,896.00"
Software Engineer/Developer,CT,Level II,"90,459.00"
Research Associate,CA,Level II,"87,152.00"
Technical Lead,TX,Level IV,"122,782.00"
Consultant,NY,Level I,"61,360.00"
Consultant,NJ,Level II,"93,746.00"
Manager,MO,Level III,"92,602.00"
Assistant Professor,PA,Level II,"71,469.00"
Analyst,KS,Level II,"70,283.00"
Associate,MI,Level II,"83,970.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Project Manager,GA,Level IV,"111,550.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,VA,Level I,"66,726.00"
Postdoctoral Fellow,PA,Level I,"57,782.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Technical Lead,VA,Level II,"74,048.00"
Research Associate,NY,Level II,"55,286.00"
Software Engineer/Developer,PA,Level III,"81,245.00"
Research Associate,CT,Level II,"86,299.00"
Software Engineer/Developer,TX,Level II,"93,538.00"
Consultant,MA,Level IV,"122,283.00"
Manager,NY,Level III,"114,754.00"
Manager,WA,Level III,"99,882.00"
Analyst,IL,Level II,"76,502.00"
Software Engineer/Developer,FL,Level II,"73,819.00"
Software Engineer/Developer,AR,Level II,"71,000.00"
Consultant,VA,Level III,"99,674.00"
Manager,CA,Level III,"79,893.00"
Manager,CA,Level III,"118,019.00"
Accountant,MA,Level II,"68,203.00"
Manager,TX,Level III,"96,574.00"
Architect,TX,Level IV,"116,854.00"
Manager,NY,Level III,"114,754.00"
Manager,CA,Level III,"102,482.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Project Manager,TX,Level III,"97,864.00"
Consultant,MI,Level III,"61,069.00"
Project Manager,DE,Level III,"102,586.00"
Manager,WI,Level III,"79,061.00"
Accountant,NY,Level II,"79,934.00"
Analyst,NJ,Level II,"93,642.00"
Consultant,IL,Level II,"77,542.00"
Manager,NJ,Level III,"100,090.00"
Software Engineer/Developer,AZ,Level III,"97,968.00"
Analyst,MN,Level II,"77,542.00"
Accountant,NY,Level II,"79,934.00"
Manager,AZ,Level III,"89,523.00"
Manager,VA,Level III,"96,325.00"
Analyst,MN,Level II,"77,542.00"
Manager,CA,Level III,"122,387.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Technical Lead,VA,Level II,"149,677.00"
Manager,CA,Level II,"88,795.00"
Manager,CA,Level II,"87,152.00"
Software Engineer/Developer,CA,Level III,"104,354.00"
Software Engineer/Developer,CA,Level II,"88,816.00"
Software Engineer/Developer,TX,Level II,"77,854.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Research Associate,IL,Level I,"43,888.00"
Project Manager,NC,Level II,"70,138.00"
Analyst,CA,Level II,"69,950.00"
Software Engineer/Developer,WA,Level IV,"154,315.00"
Technical Lead,CA,Level II,"109,242.00"
Research Associate,PA,Level I,"34,632.00"
Software Engineer/Developer,WA,Level II,"113,318.00"
Software Engineer/Developer,WA,Level I,"92,810.00"
Software Engineer/Developer,AZ,Level II,"78,562.00"
Software Engineer/Developer,CO,Level II,"100,547.00"
Software Engineer/Developer,TX,Level II,"71,802.00"
Research Associate,RI,Level IV,"89,440.00"
Software Engineer/Developer,TX,Level III,"109,886.00"
Software Engineer/Developer,CA,Level III,"122,221.00"
Consultant,PA,Level II,"81,286.00"
Associate,NJ,Level IV,"121,222.00"
Project Manager,TN,Level IV,"68,411.00"
Software Engineer/Developer,NJ,Level II,"84,464.00"
Analyst,MI,Level II,"70,970.00"
Software Engineer/Developer,TX,Level II,"88,483.00"
Research Associate,NC,Level II,"48,568.00"
Software Engineer/Developer,CA,Level II,"91,395.00"
Assistant Professor,AL,Level I,"48,610.00"
Architect,FL,Level III,"73,653.00"
Software Engineer/Developer,IL,Level II,"48,131.00"
Software Engineer/Developer,OH,Level II,"52,582.00"
Project Manager,CA,Level III,"201,094.00"
Software Engineer/Developer,CA,Level II,"121,077.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Technical Lead,WA,Level III,"65,707.00"
Assistant Professor,NY,Level II,"108,617.00"
Project Manager,CA,Level III,"125,112.00"
Assistant Professor,NY,Level II,"109,977.00"
Research Associate,TX,Level III,"73,050.00"
Project Manager,NJ,Level III,"97,843.00"
Software Engineer/Developer,NJ,Level III,"113,256.00"
Software Engineer/Developer,AZ,Level III,"97,968.00"
Software Engineer/Developer,TX,Level III,"110,032.00"
Associate,TX,Level I,"105,102.00"
Software Engineer/Developer,CA,Level IV,"124,654.00"
Research Associate,TX,Level I,"52,042.00"
Manager,VA,Level III,"104,187.00"
Software Engineer/Developer,VA,Level II,"93,933.00"
Consultant,CA,Level II,"121,077.00"
Software Engineer/Developer,GA,Level II,"84,240.00"
Consultant,CA,Level I,"94,557.00"
Software Engineer/Developer,VA,Level III,"99,674.00"
Software Engineer/Developer,KY,Level II,"67,038.00"
Project Manager,CA,Level IV,"133,786.00"
Research Associate,TN,Level I,"47,528.00"
Software Engineer/Developer,NJ,Level III,"114,754.00"
Research Associate,MA,Level I,"49,005.00"
Assistant Professor,MD,Level I,"38,600.00"
Consultant,NJ,Level IV,"140,000.00"
Software Engineer/Developer,SC,Level II,"78,291.00"
Manager,CA,Level I,"71,157.00"
Software Engineer/Developer,NC,Level II,"88,670.00"
Consultant,MA,Level II,"84,698.00"
Analyst,FL,Level I,"61,922.00"
Manager,IL,Level III,"91,728.00"
Manager,PA,Level III,"91,894.00"
Project Manager,FL,Level III,"90,397.00"
Architect,WA,Level II,"64,064.00"
Consultant,MA,Level II,"84,698.00"
Analyst,CA,Level IV,"141,856.00"
Research Associate,OR,Level IV,"78,312.00"
Manager,DE,Level III,"102,170.00"
Manager,MD,Level III,"102,170.00"
Manager,MI,Level III,"101,962.00"
Analyst,WA,Level I,"66,165.00"
Project Manager,CA,Level III,"130,333.00"
Manager,NJ,Level III,"113,256.00"
Consultant,NY,Level II,"96,366.00"
Software Engineer/Developer,IL,Level III,"92,435.00"
Project Manager,NY,Level IV,"121,222.00"
Technical Lead,CA,Level II,"119,101.00"
Software Engineer/Developer,MO,Level II,"64,563.00"
Software Engineer/Developer,CA,Level IV,"164,674.00"
Software Engineer/Developer,PA,Level II,"90,646.00"
Technical Lead,CA,Level II,"119,101.00"
Manager,NJ,Level III,"100,090.00"
Manager,IL,Level III,"90,563.00"
Analyst,AR,Level I,"43,243.00"
Manager,CA,Level III,"83,720.00"
Manager,CA,Level III,"118,019.00"
