JOB_TITLE,WORKSITE_STATE,PW_WAGE_LEVEL,PREVAILING_WAGE
LAW CLERK,CA,Level IV,"73,674.00"
DATABASE ADMINISTRATOR,NC,Level II,"70,054.00"
"ENGINEER I, SOFTWARE ENGINEERING",VA,Level I,"70,283.00"
"ENGINEER I, SOFTWARE ENGINEERING",VA,Level I,"68,682.00"
"ENGINEER I, SOFTWARE ENGINEERING",NY,Level II,"67,246.00"
"ASSOCIATE, QUANTITATIVE RESEARCHER",NY,Level II,"85,155.00"
SENIOR SOFTWARE ENGINEER-FRONT END,CA,Level IV,"142,168.00"
GLOBAL SALES PARTNER,WA,Level IV,"131,685.00"
SOFTWARE ENGINEER,CA,Level II,"102,669.00"
SR. TECHNICAL LEAD,AZ,Level III,"94,494.00"
POSTDOCTORAL RESEARCH ASSOCIATE,TX,Level I,"44,782.00"
PARTNER ENGINEERING MANAGER,CA,Level IV,"133,141.00"
INFRASTRUCTURE MATERIALS ENGINEER,CA,Level IV,"126,090.00"
POSTDOCTORAL RESEARCH ASSOC.-1ST PRINCIPLES STUDIES OF BULK,TN,Level II,"51,958.00"
PROGRAMMER ANALYST,DE,Level II,"84,406.00"
ASSISTANT PROFESSOR,WY,Level II,"66,550.00"
POSTDOCTORAL RESEARCH ASSOCIATE,TX,Level I,"35,651.00"
TECHNICAL LEAD,AZ,Level II,"85,134.00"
SYSTEMS ENGINEER,IA,Level II,"67,205.00"
SR. SOFTWARE QA ANALYST,FL,Level II,"61,506.00"
SOFTWARE QA ANALYST,FL,Level II,"65,832.00"
ANALYST,CA,Level II,"76,773.00"
SOFTWARE ENGINEER - LIGHTING & BODY ELECTRONICS,MI,Level II,"75,608.00"
SDET SPECIALIST,GA,Level IV,"116,251.00"
POSTDOCTORAL RESEARCH FELLOW,MD,Level I,"43,472.00"
RESEARCH SCIENTIST,MA,Level II,"54,392.00"
PROGRAMMER ANALYST,VA,Level II,"93,933.00"
VICE PRESIDENT,NJ,Level IV,"138,861.00"
SENIOR STATISTICAL PROGRAMMER,TX,Level IV,"87,090.00"
SENIOR PRODUCT MANAGER,CA,Level III,"147,597.00"
SOFTWARE TOOLS DEVELOPER,TX,Level III,"104,790.00"
CONTINUOUS IMPROVEMENT MANAGER,IL,Level II,"67,850.00"
ASSISTANT PROFESSOR,PA,Level I,"51,440.00"
"ANALYTICS MANAGER, SUPPLY",CA,Level II,"94,266.00"
CLOUD SERVICE ENGINEER,CA,Level III,"147,597.00"
DIRECTOR EU ANALYTICS,IL,Level IV,"165,797.00"
SOFTWARE ENGINEER - LIGHTING & BODY ELECTRONICS,MI,Level II,"75,608.00"
SOFTWARE ENGINEER,NY,Level II,"96,366.00"
ERP ANALYST III,FL,Level II,"55,182.00"
APPLICATION DEVELOPER,NC,Level II,"77,730.00"
ASSISTANT PROFESSOR,TX,Level II,"47,050.00"
APPLICATION ENGINEER,OR,Level IV,"124,280.00"
SAP SENIOR TECHNICAL CONSULTANT,IL,Level II,"61,589.00"
QLIKSENSE DEVELOPER,NJ,Level II,"96,366.00"
POSTDOCTORAL ASSOCIATE,MA,Level I,"42,120.00"
ASIC DESIGN VERIFICATION ENGINEER II,MA,Level II,"112,424.00"
"ASSOCIATE, SOFTWARE APPLICATION SUPPORT",NY,Level III,"117,624.00"
SOFTWARE DEVELOPMENT ENGINEER II,WA,Level II,"113,318.00"
BUSINESS ANALYST,NJ,Level II,"87,506.00"
INFORMATION TECHNOLOGY ANALYST,TX,Level II,"93,538.00"
COMPUTER SYSTEMS ENGINEER,GA,Level II,"72,301.00"
SOFTWARE ENGINEER,IL,Level II,"85,134.00"
MARKETING MANAGER,NY,Level I,"118,290.00"
SENIOR SECURITY CONSULTANT,MA,Level II,"82,014.00"
IT PROJECT MANAGER III,NC,Level IV,"123,115.00"
INFORMATION TECHNOLOGY SYSTEMS/APPLICATION SPECIALIST 6,WA,Level III,"76,003.00"
SOFTWARE TEST ENGINEER,TX,Level II,"93,538.00"
SOFTWARE ENGINEER (BODY AND SECURITY),MI,Level I,"52,104.00"
APPLICATIONS SYSTEMS ANALYST II,LA,Level III,"65,790.00"
POST DOCTORAL RESEARCH ASSOCIATE,MA,Level I,"40,893.00"
SENIOR JAVA DEVELOPER,PA,Level IV,"111,925.00"
AUTOMATION ENGINEER,FL,Level I,"51,522.00"
SOFTWARE QUALITY ASSURANCE (QA) ENGINEER,TX,Level II,"68,578.00"
PROFESSIONAL SERVICES DEVELOPER,NY,Level II,"91,562.00"
ASSISTANT PROFESSOR,NC,Level I,"43,880.00"
ASSISTANT VICE PRESIDENT,NY,Level III,"111,114.00"
ASSISTANT VICE PRESIDENT,NY,Level II,"94,640.00"
TEAM LEAD,NJ,Level III,"100,755.00"
ASSISTANT PROFESSOR,TX,Level IV,"164,000.00"
ASSISTANT PROFESSOR,TX,Level IV,"164,000.00"
PRINCIPAL SOFTWARE ENGINEER,CA,Level III,"142,376.00"
"RESEARCH ASSOCIATE, POST DOCTORAL",OR,Level I,"39,520.00"
"DIRECTOR, DIGITAL",VA,Level IV,"138,466.00"
HARDWARE DEVELOP ENG,CA,Level II,"108,805.00"
RESEARCH INVESTIGATOR,MI,Level I,"42,702.00"
PROGRAMMER ANALYST,MN,Level I,"56,285.00"
SYSTEMS/SOFTWARE ENGINEER,TX,Level II,"82,098.00"
POST DOCTORAL RESEARCH ASSOCIATE,TN,Level I,"41,434.00"
ASSOCIATE PROJECT MANAGER,NC,Level I,"64,522.00"
QUANTITATIVE RESEARCHER,NY,Level II,"82,139.00"
APPLICATIONS DEVELOPER,PA,Level II,"84,552.00"
MANUFACTURING ENGINEER II,MA,Level I,"67,995.00"
HI DESIGNER 4,CA,Level IV,"91,000.00"
USER RESEARCHER,WA,Level I,"76,149.00"
BUSINESS SYSTEMS ANALYST II,MD,Level II,"75,421.00"
POST DOCTORAL RESEARCH ASSOCIATE,TN,Level I,"42,286.00"
BUSINESS INTELLIGENCE ANALYST - EPIC,NY,Level II,"84,864.00"
SENIOR INSTRUCTOR (JAPANESE),CO,Level II,"44,383.00"
RESEARCH FELLOW,MI,Level II,"49,109.00"
SAP IS-U SENIOR CONSULTANT,ID,Level III,"80,163.00"
ASSISTANT PROFESSOR,OH,Level III,"84,267.00"
PROGRAMMER ANALYST,TX,Level I,"52,478.00"
FINANCIAL ANALYST,NY,Level I,"65,749.00"
SENIOR STAFF ENGINEER - PRODUCT SOFTWARE,CA,Level III,"147,222.00"
"SOLUTION DELIVERY MANAGER, BIG DATA",NJ,Level III,"104,936.00"
VICE PRESIDENT,NY,Level III,"90,376.00"
LOCALIZATION PPROJECT MANAGER - SHARED SERVICES,CA,Level IV,"75,379.00"
SENIOR POSTDOCTORAL SCHOLAR,CA,Level I,"45,885.00"
IT DEVELOPMENT LEAD,NJ,Level II,"92,768.00"
SENIOR TRAFFIC MANAGER,AZ,Level IV,"94,037.00"
IT PROJECT MANAGER,AZ,Level III,"94,494.00"
VICE PRESIDENT,NC,Level III,"81,390.00"
PLANNER 2,FL,Level I,"42,536.00"
INVESTMENT ASSOCIATE - ECONOMIC ANALYST,CT,Level II,"91,395.00"
SOFTWARE ENGINEER,CA,Level I,"82,930.00"
GRA HORIZONS SUPPORT STREAM LEADER,NJ,Level III,"100,381.00"
STEM ADMISSIONS COUNSELOR,IN,Level I,"34,757.00"
SOFTWARE DEVELOPER,TX,Level II,"83,533.00"
SOFTWARE ENGINEER IN TESTING,NC,Level III,"74,235.00"
TECHNOLOGY COMPLIANCE ANALYST,CA,Level I,"65,707.00"
MARKETING ANALYST,CA,Level I,"74,880.00"
ENGINEER,MO,Level I,"60,486.00"
SOFTWARE ENGINEER II,CA,Level III,"122,429.00"
SOFTWARE ENGINEER,CA,Level I,"81,349.00"
MIXED SIGNAL DESIGN ENGINEER,CA,Level II,"107,890.00"
ALGORITHM ENGINEER,CA,Level II,"125,050.00"
ASSOCIATE,NY,Level II,"101,254.00"
PLANNER 2,FL,Level I,"42,536.00"
SOFTWARE DEVELOPER,TX,Level I,"72,571.00"
SERVICENOW TECHNICAL CONSULTANT,TX,Level II,"89,024.00"
SALESFORCE DEVELOPER,CA,Level II,"102,669.00"
SYSTEMS ENGINEER,PA,Level II,"73,923.00"
REMEDY DEVELOPER,CA,Level II,"88,358.00"
SOFTWARE DEVELOPER,TX,Level II,"90,646.00"
SENIOR INTERACTIVE DEVELOPER L2,NY,Level II,"92,768.00"
REPORTING ANALYST (15-1199.08),CA,Level I,"45,219.00"
UX/UI DESIGNER,CA,Level I,"87,506.00"
NETWORK AND COMPUTER SYSTEMS ADMINISTRATOR,NJ,Level II,"68,224.00"
MANAGER TECHNOLOGY,NY,Level II,"92,768.00"
USER RESEARCHER,WA,Level I,"76,981.00"
JAVA DEVELOPER,TX,Level II,"90,002.00"
IT BUSINESS ANALYST,CA,Level III,"107,390.00"
ASSISTANT PROFESSOR,WY,Level I,"47,980.00"
ASSISTANT PROFESSOR,TN,Level III,"58,136.00"
"ENGINEER II, SOFTWARE ENGINEERING",NH,Level II,"72,654.00"
TRADING SYSTEMS DEVELOPER,NY,Level II,"94,827.00"
POSTDOCTORAL RESEARCH ASSOCIATE  EXTRACTIVE SEPARATIONS,TN,Level II,"43,285.00"
PHOTO PROCESS ENGINEER,VA,Level II,"96,658.00"
SR. SOFTWARE ENGINEER,FL,Level II,"73,112.00"
"VICE PRESIDENT, COUNTERPARTY CREDIT INFRASTRUCTURE CAPITAL",NY,Level III,"105,227.00"
SR. SW ENGINEER,TX,Level III,"105,435.00"
ASSISTANT PROFESSOR,OH,Level I,"35,230.00"
SENIOR SAP APPLICATION DEVELOPER,NC,Level II,"65,270.00"
MANAGER JC50,CT,Level III,"94,390.00"
JAVA DEVELOPER,PA,Level II,"75,858.00"
SENIOR SYSTEMS PROGRAMMER ANALYST,MA,Level IV,"138,861.00"
"SENIOR SCIENTIST, INFORMATICS & ANALYTICS",CA,Level IV,"68,890.00"
DIRECTOR'S POSTDOC FELLOW,NM,Level I,"40,248.00"
SOFTWARE ENGINEER,IL,Level II,"80,912.00"
SENIOR SYSTEMS PROGRAMMER ANALYST,NY,Level IV,"138,861.00"
MECHANICAL ENGINEER,MI,Level II,"78,478.00"
POSTDOCTORAL FELLOW RESEARCH ASSOCIATE,PA,Level I,"38,813.00"
INDUSTRIAL DESIGNER,GA,Level II,"50,502.00"
SENIOR STATISTICAL PROGRAMMER,PA,Level IV,"100,069.00"
DATA ANALYST,NY,Level II,"79,851.00"
DATA ARCHITECT,MD,Level III,"126,256.00"
DEVOPS ENGINEER,CA,Level III,"108,680.00"
SENIOR SOFTWARE ENGINEER,AR,Level III,"90,917.00"
BUSINESS INTELLIGENCE ADMINISTRATOR,CA,Level III,"89,898.00"
MSDS AUTHOR/SPECIALIST,NJ,Level II,"82,618.00"
PRODUCT DATA ANALYST 1615.28534,CA,Level III,"141,898.00"
SALESFORCE DEVELOPER,CA,Level II,"121,077.00"
SCIENTIST 2,NM,Level II,"70,866.00"
OBXTEK INC.,VA,Level III,"114,982.00"
SITE RELIABILITY ENGINEER,NY,Level IV,"111,613.00"
SOA TECHNICAL LEAD,TX,Level II,"81,286.00"
ASSISTANT PROFESSOR,CO,Level II,"65,163.00"
SOFTWARE ENGINEER,CA,Level III,"120,390.00"
SOFTWARE ENGINEER,CA,Level II,"120,349.00"
PRODUCT ENGINEER I,CA,Level I,"63,045.00"
DESIGN ENGINEER IV,TX,Level IV,"126,381.00"
SR. CHEMIST,MI,Level III,"82,285.00"
PRINCIPAL PACKAGING ENGINEER,NJ,Level IV,"104,520.00"
ASSOCIATE PROFESSOR,UT,Level II,"82,777.00"
INSTRUCTIONAL DESIGNER,FL,Level I,"39,562.00"
GAMEPLAY PROGRAMMER,CA,Level IV,"96,866.00"
POSTDOCTORAL FELLOW,UT,Level I,"41,267.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"138,362.00"
SENIOR SOFTWARE ENGINEER,NY,Level II,"90,813.00"
QUALITY ASSURANCE ANALYST,NY,Level I,"53,165.00"
SOFTWARE ENGINEER 1615.1278,CA,Level II,"124,675.00"
SENIOR QA ANALYST,VA,Level II,"83,304.00"
SOFTWARE ENGINEER 1615.20546,CA,Level I,"80,184.00"
LECTURER IN ASIAN STUDIES,MA,Level I,"58,120.00"
MANAGEMENT ASSOCIATE,CA,Level I,"58,552.00"
"ANALYST, SUPPLIER MANAGEMENT",TX,Level I,"49,878.00"
SCIENTIST,CA,Level II,"77,938.00"
ASSOCIATE SCIENTIST,CA,Level I,"58,406.00"
SYSTEMS DEVELOPMENT SENIOR SPECIALIST,NH,Level II,"65,291.00"
DATABASE DESIGN & ADMINISTRATION SPECIALIST,NJ,Level IV,"128,606.00"
SITE RELIABILITY ENGINEER 1615.2834,CA,Level III,"142,938.00"
HOSPITALIST MD,TX,Level II,"172,598.00"
"COORDINATOR, LICENSING",NY,Level I,"50,939.00"
SR. INFRASTRUCTURE ENGINEER,TX,Level III,"80,995.00"
ACCOUNT SUPERVISOR,NY,Level III,"79,685.00"
SENIOR TECHNICAL PRODUCT MANAGER,CA,Level IV,"140,046.00"
APPLICATION ARCHITECT,IN,Level IV,"95,805.00"
"VICE PRESIDENT, MEDICAL AFFAIRS, MEDICAL DIRECTOR-AMERICAS",CA,Level IV,"160,763.00"
SENIOR COMMUNICATIONS STRATEGIST,NY,Level IV,"89,128.00"
VISITING ASSOCIATE,MD,Level I,"62,026.00"
"DEMAND PLANNER, ENGINEERED TO ORDER (ETO)",TN,Level II,"85,467.00"
SPECIALIST NETWORK MANAGER,CA,Level III,"128,898.00"
SENIOR STAFF ENGINEER,CA,Level IV,"136,323.00"
JUNIOR DATA SCIENTIST,NY,Level I,"59,238.00"
QUANTUM ARCHITECT,CA,Level II,"112,403.00"
TRANSPORTATION PLANNER,CA,Level II,"58,635.00"
UNDERWRITER ENGINEER,NY,Level III,"99,382.00"
SENIOR FINANCIAL ANALYST,CA,Level II,"93,850.00"
OPERATIONS ASSOCIATE,NY,Level I,"59,238.00"
SOFTWARE ENGINEER IN TEST,NC,Level II,"60,653.00"
ENGINEER,NY,Level II,"94,827.00"
PROFESSIONAL LINES TREATY UNDERWRITER - ACTUARY,NY,Level I,"75,608.00"
DATA SCIENTIST,CA,Level II,"92,955.00"
SENIOR SOFTWARE ENGINEER,NY,Level IV,"137,696.00"
SR. STAFF ENGINEER,CA,Level II,"125,050.00"
"ENGINEER, TESTING, SAO",CA,Level II,"62,712.00"
APPLICATION ENGINEER,CA,Level I,"86,195.00"
SOFTWARE DEVELOPER,VA,Level II,"85,530.00"
SYSTEMS SOFTWARE ENGINEER,CA,Level II,"108,576.00"
MERCHANDISING MANAGER,CA,Level I,"57,179.00"
"ENGINEER, APPLICATION DEVELOPMENT",CA,Level II,"75,525.00"
"ENGINEER, DBA, SAO",CA,Level II,"62,712.00"
SENIOR HARDWARE ENGINEER,CA,Level IV,"164,133.00"
ASSOCIATE,NY,Level II,"74,672.00"
SOFTWARE TEST ENGINEER,CA,Level II,"125,050.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"135,990.00"
TRANSPORTATION PLANNER,CA,Level II,"46,446.00"
"SOFTWARE ENGINEER, MACHINE LEARNING",CA,Level III,"133,016.00"
"SR BUSINESS SUPPORT MANAGER, CLIENT EXPERIENCE IMPROVEMENT",RI,Level III,"86,070.00"
"ANALYST, CORPORATE BUSINESS SYSTEMS",CA,Level I,"57,533.00"
"ENGINEER, APPLICATION DEVELOPMENT",CA,Level I,"57,533.00"
STAFF ANALYST,AZ,Level I,"41,974.00"
SALES DEVELOPMENT REPRESENTATIVE,CA,Level I,"53,955.00"
LABORATORY DIRECTOR,CO,Level II,"119,267.00"
DATA ANALYST,VA,Level II,"77,896.00"
DATA ANALYST,VA,Level II,"85,530.00"
DATA ANALYST,VA,Level II,"71,427.00"
SENIOR STAFF SOFTWARE ENGINEER,MI,Level III,"86,133.00"
RF ENGINEER,TX,Level II,"83,762.00"
RF ENGINEER,TX,Level II,"83,762.00"
RF ENGINEER,TX,Level II,"83,762.00"
OPERATIONS RESEARCH ANALYST,CA,Level I,"63,918.00"
SOFTWARE ENGINEER 1615.5024,CA,Level III,"133,016.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"147,597.00"
CONSULTANT - DATA DEVELOPER,OH,Level II,"73,528.00"
TEST AUTOMATION MANAGER,GA,Level II,"82,098.00"
SENIOR SOFTWARE CONSULTANT,TX,Level I,"77,189.00"
TECHNICAL LEAD ENGINEER,MA,Level IV,"122,283.00"
SYSTEMS ANALYST,AR,Level III,"90,917.00"
SENIOR STAFF RF AND ELECTRICAL ENGINEER,CA,Level IV,"152,526.00"
PHARMACY RESIDENT (PGY2),MA,Level II,"68,120.00"
BUSINESS ANALYST,MT,Level II,"66,851.00"
PUBLIC SCHOOL TEACHER,NM,Level II,"44,430.00"
FINANCIAL QUANTITATIVE ANALYST,IL,Level I,"54,392.00"
PRODUCT MANAGER- TECHNICAL,TX,Level II,"80,850.00"
"SENIOR MANAGER, SOFTWARE TEST",CA,Level I,"126,027.00"
STAFF ASSOCIATE,NY,Level I,"42,120.00"
APPLICATION SOFTWARE DEVELOPMENT PRINCIPAL CONSULTANT,NC,Level III,"105,893.00"
SENIOR CONSULTANT,NJ,Level IV,"113,069.00"
SOFTWARE ENGINEER 2,IL,Level II,"80,912.00"
"MANAGER, BMS SYSTEMS AND SOFTWARE",CA,Level II,"138,590.00"
SENIOR INFRASTRUCTURE ENGINEER,MA,Level III,"103,501.00"
INDUSTRIAL ENGINEER,TX,Level II,"100,214.00"
SCIENTIST I,NC,Level I,"63,232.00"
ASSOCIATE,NY,Level III,"117,624.00"
ASSISTANT PROFESSOR OF PEDIATRICS,PA,Level III,"98,813.00"
TEST PROFESSIONAL,MN,Level I,"48,547.00"
BACKEND PYTHON ENGINEER,CA,Level II,"121,077.00"
POSTDOCTORAL ASSOCIATE,CO,Level I,"54,704.00"
SR. MEMBER OF TECHNICAL STAFF,CA,Level III,"132,184.00"
PROGRAMMER ANALYST IV,TX,Level IV,"60,528.00"
PRODUCT MANAGER- TECHNICAL,TX,Level II,"80,850.00"
"SCIENTIST I, GLOBAL TECHNICAL DEVELOPMENT",NC,Level II,"72,821.00"
RESEARCH SCIENTIST/INSTRUCTOR,MI,Level II,"46,176.00"
PROGRAMMER ANALYST,TX,Level II,"93,538.00"
GAMEPLAY PROGRAMMER,CA,Level II,"99,174.00"
SOLUTION ENGINEER,FL,Level II,"64,730.00"
"TECHNOLOGY MANAGER, SALESFORCE",NY,Level IV,"163,571.00"
TEST SPECIALIST,KS,Level II,"73,590.00"
PROJECT MANAGER,GA,Level II,"90,418.00"
DELIVERY MANAGER,CA,Level II,"121,077.00"
"MANAGER, BMS SYSTEMS AND SOFTWARE",CA,Level II,"138,590.00"
"SENIOR MANAGER, SOFTWARE TEST",CA,Level I,"126,027.00"
ASSOCIATE RESEARCH SCIENTIST,NY,Level I,"46,654.00"
SENIOR CITRIX ENGINEER (IN-HOUSE SUBJECT MATTER EXPERT),MD,Level IV,"119,226.00"
SOFTWARE ENGINEER,OH,Level III,"80,288.00"
SUSTAINABLE SOURCING SPECIALIST,IL,Level II,"73,798.00"
POSTDOCTORAL FELLOW,PA,Level I,"42,682.00"
STRATEGIC PARTNER LEAD,NY,Level IV,"92,976.00"
ASSISTANT PROFESSOR,TX,Level IV,"164,000.00"
POSTDOCTORAL ASSOCIATE/FELLOW,TX,Level I,"40,934.00"
SR. TECHNICAL ANALYST-BI,CA,Level I,"76,107.00"
SR. STAFF ENGINEER,TX,Level III,"108,659.00"
SOFTWARE ENGINEER,CA,Level II,"100,360.00"
INTEGRATED BUSINESS PLANNING SPECIALIST,MA,Level I,"50,960.00"
ANALYST,NY,Level I,"55,370.00"
PROGRAM MANAGER,CA,Level IV,"127,837.00"
TECHNICAL LEAD,GA,Level II,"77,563.00"
SR SOFTWARE ENGINEER,NY,Level II,"91,562.00"
SENIOR FRONT END DEVELOPER,MA,Level II,"93,517.00"
CONSULTANT,MD,Level I,"67,142.00"
PRODUCT MANAGER,CA,Level II,"134,347.00"
ASSISTANT PROFESSOR,TX,Level IV,"164,000.00"
ASSISTANT PROFESSOR,WI,Level I,"58,490.00"
SENIOR LEAD SOFTWARE ENGINEER,MA,Level III,"100,610.00"
"LEAD ANALYST, BI",CA,Level I,"71,510.00"
LIAISON LEAD,KS,Level II,"59,010.00"
ASSISTANT PROFESSOR,WI,Level I,"45,420.00"
SYSTEMS SOFTWARE ENGINEER,CA,Level III,"142,938.00"
"MANAGER, PORTFOLIO MANAGEMENT",CA,Level I,"103,813.00"
SUPPLY & DEMAND PLANNER,WI,Level I,"47,632.00"
"SCIENTIST II, QC LAB TECH SERVICES (LTS)",CA,Level III,"97,490.00"
SR. FINANCE SYSTEMS ANALYST,CA,Level IV,"111,176.00"
SENIOR SOFTWARE ENGINEER,CA,Level IV,"169,749.00"
ENGAGEMENT MANAGER 2,CA,Level IV,"134,971.00"
SOFTWARE ENGINEER,CA,Level IV,"163,363.00"
SOFTWARE ENGINEER (APPLICATION ENGINEER),CA,Level III,"117,770.00"
SR. SOFTWARE ENGINEER,CO,Level IV,"124,426.00"
DATABASE ENGINEER,CA,Level II,"82,472.00"
SCIENTIST,CA,Level III,"115,565.00"
SOFTWARE DEVELOPMENT ENGINEER,WA,Level II,"100,942.00"
SR. BUSINESS ANALYST,CA,Level II,"80,662.00"
SENIOR SOFTWARE ENGINEER,CA,Level III,"142,938.00"
PROJECT MANAGER,CT,Level II,"77,272.00"
APPLICATIONS ENGINEER,WA,Level II,"106,101.00"
ANALYST,NY,Level I,"47,590.00"
UX DESIGNER,MA,Level II,"48,797.00"
BUSINESS SYSTEMS ANALYST (1615.7959),CA,Level II,"88,317.00"
POSTDOCTORAL RESEARCH ASSOCIATE,TX,Level III,"37,253.00"
TECHNICAL PROJECT MANAGER,CA,Level II,"85,738.00"
"SENIOR SOFTWARE ENGINEER, ANDROID-LISTENER EXPERIENCE",CA,Level IV,"144,248.00"
SYSTEMS ANALYST,PA,Level II,"65,208.00"
ASSISTANT PROFESSOR,TX,Level II,"98,717.00"
PRODUCT MANAGER,NY,Level II,"84,864.00"
SENIOR SOFTWARE ENGINEER,KS,Level II,"62,483.00"
MANAGING & TECHNICAL DIRECTOR,IL,Level III,"127,920.00"
SENIOR INFORMATION MANAGER,NY,Level III,"114,026.00"
SENIOR TECHNICAL BUSINESS ANALYST,TX,Level II,"76,752.00"
PRODUCT OWNER,MI,Level III,"86,715.00"
SOLUTION ARCHITECT,CA,Level II,"110,864.00"
SYSTEMS ANALYST,TX,Level II,"79,414.00"
CLINICAL ASSISTANT PROFESSOR,FL,Level II,"130,900.00"
ENGINEER - SOFTWARE,NJ,Level II,"94,827.00"
TRADING DESK OPERATIONS,NY,Level II,"85,155.00"
R & D ENGINEER,CA,Level II,"122,158.00"
ENGINEER - SOFTWARE,CA,Level III,"146,619.00"
ENGINEER - SERVICES SOFTWARE,NJ,Level II,"85,155.00"
SOLUTIONS ARCHITECT,WA,Level III,"117,000.00"
ENGINEER - SERVICES SOFTWARE,WA,Level III,"117,000.00"
FIRMWARE ENGINEER,LA,Level I,"68,286.00"
ENGINEER - SOFTWARE,CA,Level II,"125,050.00"
ACTUARY,NY,Level III,"142,979.00"
PROGRAMMER/ANALYST,TX,Level II,"70,554.00"
ENGINEER - SERVICES SOFTWARE,TX,Level II,"89,024.00"
TECHNICAL TRAINING ENGINEER 4,FL,Level IV,"76,960.00"
JAVA DEVELOPER,NC,Level II,"84,739.00"
ENGINEER - SOFTWARE,NJ,Level II,"94,827.00"
ENGINEER - SERVICES SOFTWARE,TX,Level II,"96,574.00"
SOFTWARE DEVELOPER,TN,Level II,"76,211.00"
APPLICATION DEVELOPER,SC,Level II,"65,603.00"
QA AUTOMATION ENGINEER,CA,Level II,"69,077.00"
DATA SCIENTIST,WA,Level IV,"107,349.00"
SOFTWARE DEVELOPER,NJ,Level II,"86,154.00"
STATISTICAL PROGRAMMER ANALYST,TX,Level III,"72,821.00"
STATISTICAL ANALYST,NJ,Level I,"75,421.00"
RESEARCH ENGINEER,CA,Level III,"59,613.00"
SOFTWARE DEVELOPER(JAVA),NC,Level I,"66,539.00"
SOFTWARE DEVELOPER,NJ,Level II,"86,154.00"
ASSISTANT PROFESSOR OF MATHEMATICS,MA,Level III,"79,903.00"
SYSTEMS ANALYST,PA,Level II,"82,202.00"
SAP CONSULTANT,MO,Level II,"83,470.00"
"ASSOCIATE DIRECTOR, US HEAD OF RISK FOR PRIME SERVICES (PS)",NY,Level III,"133,141.00"
SOFTWARE ENGINEER,NC,Level II,"82,202.00"
STATISTICAL PROGRAMMER/ANALYST,NJ,Level IV,"60,195.00"
SOFTWARE QUALITY ASSURANCE SENIOR ANALYST,NJ,Level III,"88,317.00"
"SENIOR CONSULTANT, SOLUTION DEVELOPMENT",NY,Level III,"114,026.00"
"SENIOR CONSULTANT, SOLUTION DEVELOPMENT",MA,Level III,"108,014.00"
SOFTWARE DEVELOPER,NC,Level II,"83,470.00"
SOFTWARE ENGINEER,TX,Level II,"85,467.00"
LECTURER II,TX,Level I,"47,650.00"
SOFTWARE ENGINEER,AR,Level III,"90,917.00"
DATA SCIENTIST,NC,Level II,"88,670.00"
SOFTWARE DEVELOPER,GA,Level II,"84,240.00"
RESEARCH ASSOCIATE,MD,Level IV,"89,981.00"
STAFF QA ENGINEER,TX,Level IV,"122,366.00"
JAVA DEVELOPER,AZ,Level I,"64,584.00"
"VICE PRESIDENT, ENERGY DERIVATIVES TRADER",NY,Level IV,"125,590.00"
ORACLE AGILE PLM CONSULTANT,CA,Level II,"99,320.00"
LEAD PROGRAMMER ANALYST,TX,Level IV,"97,302.00"
"MANAGER, STATISTICAL PROGRAMMING",NC,Level IV,"98,446.00"
MANUFACTURING ENGINEER,GA,Level II,"71,531.00"
POSTDOCTORAL RESEARCH ASSOCIATE,NJ,Level I,"67,080.00"
SOFTWARE APPLICATIONS DEVELOPER,CA,Level II,"91,395.00"
ENGINEERING PROJECT MANAGER,CA,Level II,"167,523.00"
TECH LEAD,TX,Level II,"71,802.00"
SR. STAFF SYSTEMS ENGINEER,VA,Level IV,"136,053.00"
SOFTWARE DEVELOPER,CA,Level II,0.00
TECHNICAL PROJECT MANAGER,IL,Level IV,"82,784.00"
SOFTWARE DEVELOPER,MN,Level III,"94,058.00"
SOFTWARE ENGINEER II,NY,Level II,"96,366.00"
LEAD BUSINESS ANALYST,IL,Level III,"90,563.00"
ASSOCIATE,NC,Level II,"85,426.00"
SENIOR LEAD,MI,Level II,"48,734.00"
SOFTWARE ENGINEER,NJ,Level II,"96,366.00"
ASSOCIATE SCIENTIST,IA,Level II,"63,128.00"
SR. PROGRAMMER ANALYST,MD,Level II,"75,608.00"
MANAGER- QUALITY ASSURANCE,MA,Level III,"94,931.00"
POSTDOCTORAL RESEARCHER,WY,Level I,"38,896.00"
POSTDOCTORAL FELLOW,UT,Level I,"38,896.00"
POSTDOCTORAL RESEARCHER,WY,Level I,"42,848.00"
APPLICATION DEVELOPER - JAVA,NJ,Level III,"103,626.00"
POSTDOCTORAL ASSOCIATE,CT,Level I,"47,466.00"
SOFTWARE QUALITY ASSURANCE ENGINEER,CA,Level II,"92,290.00"
PROGRAMMER ANALYST,NY,Level I,"58,053.00"
IP LITIGATION LAW CLERK,CA,Level IV,"71,365.00"
ASSISTANT PROFESSOR,WV,Level I,"43,510.00"
LEAD BUSINESS ANALYST,CA,Level I,"65,038.00"
ASSISTANT PROFESSOR,WV,Level I,"47,830.00"
RESEARCHER,NY,Level II,"68,536.00"
POSTDOCTORAL FELLOW,CO,Level I,"40,810.00"
"MANAGER, HYBRID SYSTEMS CONTROLS & SIMULATION",OH,Level III,"116,147.20"
